1, 60774491, 79789704, 2019/12/1, 12, 60.0, 60.0, 18:06:2020:11:29
2, 60774491, 79789705, 2019/12/12, 12, 60.0, 0.0, 18:06:2020:11:29
3, 60774491, 79789704, 2020/1/1, 4, 60.0, 60.0, 18:06:2020:11:29
4, 70712345, 8888888, 2020/4/5, 5, 50.5, 35.35, 18:06:2020:11:29
5, 79789705, 60774491, 2020/2/12, 9, 30.5, 0.0, 18:06:2020:11:29
6, 70746843, 60774491, 2020/3/5, 7, 60.0, 87.0, 18:06:2020:11:29
7, 70746843, 77777777, 2020/6/18, 21, 60.0, 57.0, 18:06:2020:11:29
7, 70746843, 77777777, 2020/6/18, 1, 60.0, 42.0, 18:06:2020:11:29
1, 60774491, 79789704, 2019/12/1, 12, 60.0, 60.0, 18:06:2020:11:30
2, 60774491, 79789705, 2019/12/12, 12, 60.0, 0.0, 18:06:2020:11:30
3, 60774491, 79789704, 2020/1/1, 4, 60.0, 60.0, 18:06:2020:11:30
4, 70712345, 8888888, 2020/4/5, 5, 50.5, 35.35, 18:06:2020:11:30
5, 79789705, 60774491, 2020/2/12, 9, 30.5, 0.0, 18:06:2020:11:30
6, 70746843, 60774491, 2020/3/5, 7, 60.0, 87.0, 18:06:2020:11:30
7, 70746843, 77777777, 2020/6/18, 21, 60.0, 57.0, 18:06:2020:11:30
7, 70746843, 77777777, 2020/6/18, 1, 60.0, 42.0, 18:06:2020:11:30
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:13:40
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:13:41
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:13:41
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:13:48
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:14:28
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:14:57
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:15:03
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:15:10
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:15:16
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:15:24
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:15:31
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:15:35
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:15:39
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:15:49
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:15:50
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:16:08
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:16:10
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:16:19
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:16:21
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 22:09:2020:16:32
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 25:09:2020:16:45
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 25:09:2020:17:19
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 25:09:2020:21:06
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 29:09:2020:11:25
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 29:09:2020:12:43
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 29:09:2020:17:24
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 29:09:2020:17:28
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 29:09:2020:17:35
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 29:09:2020:18:15
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 29:09:2020:18:19
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 29:09:2020:18:24
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 29:09:2020:18:34
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 29:09:2020:19:04
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 10:11:2020:11:35
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 10:11:2020:11:40
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 10:11:2020:14:21
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 10:11:2020:14:23
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 10:11:2020:14:25
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 10:11:2020:14:37
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 10:11:2020:14:38
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 10:11:2020:14:38
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 10:11:2020:14:42
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 10:11:2020:14:49
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 10:11:2020:14:53
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 10:11:2020:15:00
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 10:11:2020:15:242, 60774491, 79789705, 1988, 4, 60.0, 42.0, 17:11:2020:16:49
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 17:11:2020:16:50
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 17:11:2020:17:29
2, 60774491, 79789705, 1988, 4, 60.0, 42.0, 17:11:2020:17:36
